🕘️更新时间,#genre#
Starz Encore Westerns,http://192.168.3.53:8080/hls/2336243004414405102.m3u8
Cinemax,http://192.168.3.53:8080/hls/4651750766731167753.m3u8
Cinemax Action,http://192.168.3.53:8080/hls/3495014156517314436.m3u8
Cinemax Classics,http://192.168.3.53:8080/hls/-2445100133674720444.m3u8
Cinemax Hits,http://192.168.3.53:8080/hls/1620150342253684530.m3u8
MGM+,http://192.168.3.53:8080/hls/486529169421516574.m3u8
MGM+ Drive-In,http://192.168.3.53:8080/hls/-8978185979496393186.m3u8
MGM+ Hits,http://192.168.3.53:8080/hls/-5949383227251453402.m3u8
MGM+ Marquee,http://192.168.3.53:8080/hls/2219761164377540238.m3u8
TCM,http://192.168.3.53:8080/hls/-6697760577858038150.m3u8
Paramount Network,http://192.168.3.53:8080/hls/-2460934230471956142.m3u8
Paramount+ with Showtime,http://192.168.3.53:8080/hls/-6950805432699668672.m3u8
FX,http://192.168.3.53:8080/hls/8478103948682008759.m3u8
FXM,http://192.168.3.53:8080/hls/-7510883559223179585.m3u8
FXX,http://192.168.3.53:8080/hls/6804567424563986810.m3u8
SHOxBET,http://192.168.3.53:8080/hls/-1627174697596332045.m3u8
AMC,http://192.168.3.53:8080/hls/-7333041477944711414.m3u8
AMC Thrillers,http://192.168.3.53:8080/hls/4048533567093030851.m3u8
TBS,http://192.168.3.53:8080/hls/604986484624321713.m3u8
TNT,http://192.168.3.53:8080/hls/434921463012080012.m3u8
USA Network,http://192.168.3.53:8080/hls/6862106540316650072.m3u8
Freeform,http://192.168.3.53:8080/hls/-136917979654727396.m3u8
Comedy Central,http://192.168.3.53:8080/hls/997615635301748208.m3u8
CMT,http://192.168.3.53:8080/hls/6092199148999152711.m3u8
BET,http://192.168.3.53:8080/hls/858250294804173659.m3u8
VH1,http://192.168.3.53:8080/hls/-4892263879923690300.m3u8
Hallmark Channel,http://192.168.3.53:8080/hls/-8688478449630997313.m3u8
Hallmark Family,http://192.168.3.53:8080/hls/6413174563998742731.m3u8
Hallmark Mystery,http://192.168.3.53:8080/hls/-7129580363711513199.m3u8
Lifetime,http://192.168.3.53:8080/hls/520541149628323797.m3u8
MeTV,http://192.168.3.53:8080/hls/1954053239459829857.m3u8
TV Land,http://192.168.3.53:8080/hls/91055124077082401.m3u8
Bounce,http://192.168.3.53:8080/hls/5715240660179651213.m3u8
GRIT,http://192.168.3.53:8080/hls/8185095403298399498.m3u8
Oxygen True Crime,http://192.168.3.53:8080/hls/-7242171980169101125.m3u8
Ovation,http://192.168.3.53:8080/hls/650353199988486086.m3u8
Court TV,http://192.168.3.53:8080/hls/-8104551127487900150.m3u8
Investigation Discovery,http://192.168.3.53:8080/hls/-1670778669238512956.m3u8
LMN,http://192.168.3.53:8080/hls/417253757142402378.m3u8
Cartoon Network,http://192.168.3.53:8080/hls/-5182183933203893416.m3u8
Nickelodeon,http://192.168.3.53:8080/hls/7471075488961392250.m3u8
Nick Jr.,http://192.168.3.53:8080/hls/-5979302415947981976.m3u8
Nicktoons,http://192.168.3.53:8080/hls/7917046953226822114.m3u8
Disney Channel,http://192.168.3.53:8080/hls/1443764906756027898.m3u8
Disney XD,http://192.168.3.53:8080/hls/6187949719343120051.m3u8
Disney JR,http://192.168.3.53:8080/hls/-7831787184873319906.m3u8
Boomerang,http://192.168.3.53:8080/hls/-1036561450578361630.m3u8
Adult Swim,http://192.168.3.53:8080/hls/1600953884134491263.m3u8
BBC News UK,http://192.168.3.53:8080/hls/-2561131717797950919.m3u8
BBC News International,http://192.168.3.53:8080/hls/5947879762366799987.m3u8
Sky News,http://192.168.3.53:8080/hls/-4445058932796851102.m3u8
ITV1 UK,http://192.168.3.53:8080/hls/7262954435938179898.m3u8
Sky Sports Main Event UK,http://192.168.3.53:8080/hls/-3796147156656118736.m3u8
Sky Sports Premier League UK,http://192.168.3.53:8080/hls/6662057234893578866.m3u8
Sky Sports Football UK,http://192.168.3.53:8080/hls/-5123410763716049895.m3u8
Sky Sports F1 UK,http://192.168.3.53:8080/hls/3588788195726433606.m3u8
Sky Sports Cricket UK,http://192.168.3.53:8080/hls/-3821761736918194014.m3u8
Sky Sports Mix UK,http://192.168.3.53:8080/hls/7658880994351292901.m3u8
Sky Sports Golf UK,http://192.168.3.53:8080/hls/7040232112459340292.m3u8
Sky Sports Racing UK,http://192.168.3.53:8080/hls/3769985434234711365.m3u8
Sky Sports Action UK,http://192.168.3.53:8080/hls/4832079090746272568.m3u8
Sky Sports Tennis UK,http://192.168.3.53:8080/hls/-4731991489498071840.m3u8
Sky Sports+ UK,http://192.168.3.53:8080/hls/-5291789556541521950.m3u8
Sky Sports News UK,http://192.168.3.53:8080/hls/-3079848576683965849.m3u8
TNT Sports 1 UK,http://192.168.3.53:8080/hls/7283552021096308635.m3u8
TNT Sports 2 UK,http://192.168.3.53:8080/hls/-4369613775077541213.m3u8
TNT Sports 3 UK,http://192.168.3.53:8080/hls/3769017124897353459.m3u8
TNT Sports 4 UK,http://192.168.3.53:8080/hls/3498940631062969693.m3u8
Sky Cinema Premiere UK,http://192.168.3.53:8080/hls/6191759321983356270.m3u8
Sky Cinema Select UK,http://192.168.3.53:8080/hls/-1619686869975780378.m3u8
Sky Cinema Hits UK,http://192.168.3.53:8080/hls/-5025831795851141200.m3u8
Sky Cinema Greats UK,http://192.168.3.53:8080/hls/-8926364376184925427.m3u8
Sky Cinema Family UK,http://192.168.3.53:8080/hls/7334875675335278651.m3u8
Sky Cinema Action UK,http://192.168.3.53:8080/hls/-6489021825173394955.m3u8
Sky Cinema Comedy UK,http://192.168.3.53:8080/hls/-1519802989497703075.m3u8
Sky Cinema Thriller UK,http://192.168.3.53:8080/hls/2089235954265194647.m3u8
Sky Cinema Drama UK,http://192.168.3.53:8080/hls/-7563023577627777993.m3u8
Sky Cinema Sci-Fi & Horror UK,http://192.168.3.53:8080/hls/-8652995356856326752.m3u8
Sky Cinema Animation UK,http://192.168.3.53:8080/hls/-3700730206089228115.m3u8
Sky Atlantic UK,http://192.168.3.53:8080/hls/-1036643394320845460.m3u8
Sky Witness UK,http://192.168.3.53:8080/hls/-2022965642259757214.m3u8
Sky Comedy UK,http://192.168.3.53:8080/hls/12807231392866258.m3u8
Sky Sci-Fi UK,http://192.168.3.53:8080/hls/-2529043250757819746.m3u8
Sky One UK,http://192.168.3.53:8080/hls/7842545782749713028.m3u8
Sky Arts UK,http://192.168.3.53:8080/hls/-9041256928042697173.m3u8
BBC America,http://192.168.3.53:8080/hls/-7248548148977546501.m3u8
BritBox Mysteries UK,http://192.168.3.53:8080/hls/6279038368954481439.m3u8
ITV2 UK,http://192.168.3.53:8080/hls/-2951035357935459047.m3u8
ITV3 UK,http://192.168.3.53:8080/hls/-7580704911963287279.m3u8
ITV4 UK,http://192.168.3.53:8080/hls/-5062566975446696782.m3u8
Channel 4 UK,http://192.168.3.53:8080/hls/-4431515542936360007.m3u8
Channel 5 UK,http://192.168.3.53:8080/hls/-7426778180587696253.m3u8
More4 UK,http://192.168.3.53:8080/hls/2349976429514931863.m3u8
E4 UK,http://192.168.3.53:8080/hls/1976308882369391742.m3u8
BBC One UK,http://192.168.3.53:8080/hls/3496891019777921930.m3u8
BBC Two UK,http://192.168.3.53:8080/hls/-1161093932789616214.m3u8
BBC Three UK,http://192.168.3.53:8080/hls/7612954643278675543.m3u8
BBC Four UK,http://192.168.3.53:8080/hls/-9011244155987493586.m3u8
BBC Comedy UK,http://192.168.3.53:8080/hls/8930013112298984269.m3u8
BBC Drama UK,http://192.168.3.53:8080/hls/5381214541157322793.m3u8
Sky Documentaries UK,http://192.168.3.53:8080/hls/-3825930022733583402.m3u8
Sky History UK,http://192.168.3.53:8080/hls/910403058743819330.m3u8
Sky History 2 UK,http://192.168.3.53:8080/hls/6801041007728744791.m3u8
Sky Crime UK,http://192.168.3.53:8080/hls/-4328053225756696616.m3u8
Sky Nature UK,http://192.168.3.53:8080/hls/-2888660758016801181.m3u8
TSN1 CA,http://192.168.3.53:8080/hls/-4058900409749818217.m3u8
TSN2 CA,http://192.168.3.53:8080/hls/-2522944534648649052.m3u8
TSN3 CA,http://192.168.3.53:8080/hls/4222792977224183707.m3u8
TSN4 CA,http://192.168.3.53:8080/hls/-195657116705110920.m3u8
TSN5 CA,http://192.168.3.53:8080/hls/-8178334012697827235.m3u8
Sportsnet Ontario CA,http://192.168.3.53:8080/hls/645091734553268941.m3u8
Sportsnet East CA,http://192.168.3.53:8080/hls/5877155143252993248.m3u8
Sportsnet West CA,http://192.168.3.53:8080/hls/-1408863202144775305.m3u8
Sportsnet Pacific CA,http://192.168.3.53:8080/hls/-8004431587684661867.m3u8
Sportsnet ONE CA,http://192.168.3.53:8080/hls/4501860439582834421.m3u8
Sportsnet 360 CA,http://192.168.3.53:8080/hls/3634365023921834041.m3u8
Sportsnet World CA,http://192.168.3.53:8080/hls/5578455947130610495.m3u8
Sportsnet New York,http://192.168.3.53:8080/hls/-4343109227989306603.m3u8
Sportsnet Pittsburgh,http://192.168.3.53:8080/hls/-3703311242446455162.m3u8
CTV Toronto CA,http://192.168.3.53:8080/hls/8135537435618394194.m3u8
CTV2 Vancouver CA,http://192.168.3.53:8080/hls/6033050840536182457.m3u8
CBC Toronto CA,http://192.168.3.53:8080/hls/-8163290182602463060.m3u8
CBC Vancouver CA,http://192.168.3.53:8080/hls/4908034012849186027.m3u8
CityNews Toronto CA,http://192.168.3.53:8080/hls/-1607088383761907174.m3u8
CityNews Vancouver CA,http://192.168.3.53:8080/hls/6994394858429892322.m3u8
Global News Toronto CA,http://192.168.3.53:8080/hls/-5840543498455901580.m3u8
Global News National CA,http://192.168.3.53:8080/hls/-6784538690992516078.m3u8
Global News BC CA,http://192.168.3.53:8080/hls/8617874042764737812.m3u8
The Weather Network CA,http://192.168.3.53:8080/hls/-5505536826074612632.m3u8
Crave 1 CA,http://192.168.3.53:8080/hls/-2474996505039814785.m3u8
Crave 2 CA,http://192.168.3.53:8080/hls/6355734762009107458.m3u8
Crave 3 CA,http://192.168.3.53:8080/hls/-1913699098138673507.m3u8
Crave 4 CA,http://192.168.3.53:8080/hls/-775435079342628729.m3u8
CTV Comedy Channel CA,http://192.168.3.53:8080/hls/7627238708117285787.m3u8
CTV Drama Channel CA,http://192.168.3.53:8080/hls/8577962882387276983.m3u8
CTV Life Channel CA,http://192.168.3.53:8080/hls/-1010802162594764464.m3u8
CTV Sci-Fi Channel CA,http://192.168.3.53:8080/hls/-3045811262619857442.m3u8
CTV Speed Channel CA,http://192.168.3.53:8080/hls/-2820434226568966497.m3u8
Crime & Investigation CA,http://192.168.3.53:8080/hls/-3097558369553645321.m3u8
Love Nature 4K CA,http://192.168.3.53:8080/hls/953237167915911217.m3u8
Sportsnet 4K CA,http://192.168.3.53:8080/hls/-8027417588099997302.m3u8
Sportsnet One 4K CA,http://192.168.3.53:8080/hls/1389261639626408766.m3u8
TSN 4K CA,http://192.168.3.53:8080/hls/5049393976387059974.m3u8
Sport TV 1 PT,http://192.168.3.53:8080/hls/-4555601373221505969.m3u8
Sport TV 2 PT,http://192.168.3.53:8080/hls/-5875600888949678617.m3u8
Sport TV 3 PT,http://192.168.3.53:8080/hls/-4762628715547251629.m3u8
Sport TV 4 PT,http://192.168.3.53:8080/hls/-1299144050685335622.m3u8
Sport TV 5 PT,http://192.168.3.53:8080/hls/8696152428716512909.m3u8
Sport TV 6 PT,http://192.168.3.53:8080/hls/-7321308802937530397.m3u8
Sport TV+ PT,http://192.168.3.53:8080/hls/2248706302749488243.m3u8
Cosmote Sport 1 GR,http://192.168.3.53:8080/hls/-937582177206316254.m3u8
Cosmote Sport 2 GR,http://192.168.3.53:8080/hls/-8711787195179947029.m3u8
Cosmote Sport 3 GR,http://192.168.3.53:8080/hls/2595833018123763815.m3u8
Cosmote Sport 4 GR,http://192.168.3.53:8080/hls/-6401125595797103796.m3u8
Cosmote Sport 5 GR,http://192.168.3.53:8080/hls/-6203003579996700883.m3u8
Cosmote Sport 6 GR,http://192.168.3.53:8080/hls/-4106028602911251393.m3u8
Cosmote Sport 7 GR,http://192.168.3.53:8080/hls/-4777569420002097987.m3u8
Cosmote Sport 8 GR,http://192.168.3.53:8080/hls/3976365838027978769.m3u8
Cosmote Sport 9 GR,http://192.168.3.53:8080/hls/-440014073601420528.m3u8
Fox Sports 501 AU,http://192.168.3.53:8080/hls/8367235971167800735.m3u8
Fox Sports 502 AU,http://192.168.3.53:8080/hls/-4986464251029852654.m3u8
Fox Sports 503 AU,http://192.168.3.53:8080/hls/6556301298071550030.m3u8
Fox Sports 504 AU,http://192.168.3.53:8080/hls/8666833075325799721.m3u8
Fox Sports 505 AU,http://192.168.3.53:8080/hls/5032125163617440340.m3u8
Fox Sports 506 AU,http://192.168.3.53:8080/hls/676806065746148633.m3u8
Fox Sports 507 AU,http://192.168.3.53:8080/hls/3205448066640799531.m3u8
SKY Sport 1 NZ,http://192.168.3.53:8080/hls/305729427226582507.m3u8
SKY Sport 2 NZ,http://192.168.3.53:8080/hls/6456680067656132420.m3u8
SKY Sport 3 NZ,http://192.168.3.53:8080/hls/-2073588427401733921.m3u8
SKY Sport 4 NZ,http://192.168.3.53:8080/hls/-6546307821966100280.m3u8
SKY Sport 5 NZ,http://192.168.3.53:8080/hls/-6724611338061339725.m3u8
SKY Sport 6 NZ,http://192.168.3.53:8080/hls/-8768522022042566886.m3u8
SKY Sport 7 NZ,http://192.168.3.53:8080/hls/-2145004374726440638.m3u8
SKY Sport 8 Premier League NZ,http://192.168.3.53:8080/hls/-6290042538708015867.m3u8
SKY Sport 9 NZ,http://192.168.3.53:8080/hls/1656641477474992308.m3u8
Clarity 4K,http://192.168.3.53:8080/hls/-1514517469314813430.m3u8
Loupe 4K,http://192.168.3.53:8080/hls/-8249629484030996078.m3u8
Bloomberg TV 4K,http://192.168.3.53:8080/hls/3099687223230334320.m3u8
Sky Sports F1 4K UK,http://192.168.3.53:8080/hls/-6485581857385837372.m3u8
NESN 4K,http://192.168.3.53:8080/hls/-8173352329733870738.m3u8
V Sport UltraHD SE,http://192.168.3.53:8080/hls/8942971486688074132.m3u8
France 24 English FR,http://192.168.3.53:8080/hls/-6638742885709363730.m3u8
Euronews FR,http://192.168.3.53:8080/hls/-3110632783519135089.m3u8
DW English,http://192.168.3.53:8080/hls/5798537245416123736.m3u8
Al Jazeera English QA,http://192.168.3.53:8080/hls/-2075910673491470303.m3u8
Sundance TV,http://192.168.3.53:8080/hls/-6307907062753026961.m3u8
IFC,http://192.168.3.53:8080/hls/-2431371832204546071.m3u8
ScreenPix,http://192.168.3.53:8080/hls/1365599588106497894.m3u8
ScreenPix Action,http://192.168.3.53:8080/hls/-6705320929322950280.m3u8
ScreenPix Voices,http://192.168.3.53:8080/hls/6595872042074810976.m3u8
ScreenPix Westerns,http://192.168.3.53:8080/hls/-8283140572333842533.m3u8
MoviePlex,http://192.168.3.53:8080/hls/7105731474200067466.m3u8
IndiePlex,http://192.168.3.53:8080/hls/8670497520019899403.m3u8
RetroPlex,http://192.168.3.53:8080/hls/-7807737403724591200.m3u8
National Geographic,http://192.168.3.53:8080/hls/-2540515403329772216.m3u8
Nat Geo Wild,http://192.168.3.53:8080/hls/-8098502959146912488.m3u8
Discovery Channel,http://192.168.3.53:8080/hls/-323109097435986055.m3u8
Discovery Life,http://192.168.3.53:8080/hls/3207257080628197552.m3u8
Discovery Turbo,http://192.168.3.53:8080/hls/7111121401623317743.m3u8
Discovery Family Channel,http://192.168.3.53:8080/hls/-4992472245918003121.m3u8
Animal Planet,http://192.168.3.53:8080/hls/-381846076115277365.m3u8
Science Channel,http://192.168.3.53:8080/hls/43497982950047193.m3u8
History Channel,http://192.168.3.53:8080/hls/5168209374191352208.m3u8
Smithsonian Channel,http://192.168.3.53:8080/hls/-8967323026956461325.m3u8
HGTV,http://192.168.3.53:8080/hls/6477546422740988231.m3u8
Food Network,http://192.168.3.53:8080/hls/8706896118886417181.m3u8
Cooking Channel,http://192.168.3.53:8080/hls/-797644600237299927.m3u8
Magnolia Network,http://192.168.3.53:8080/hls/156808952477514208.m3u8
TLC,http://192.168.3.53:8080/hls/7806481732330072385.m3u8
Red Bull TV,http://192.168.3.53:8080/hls/-332186638366695131.m3u8
FashionTV FR,http://192.168.3.53:8080/hls/-5750429181938769167.m3u8
Trace Urban UK,http://192.168.3.53:8080/hls/-4734128964624631580.m3u8
A&E,http://192.168.3.53:8080/hls/9193002008676169696.m3u8
FYI,http://192.168.3.53:8080/hls/5236501977580194992.m3u8
Game Show Network,http://192.168.3.53:8080/hls/-1134870262259998078.m3u8
AXS TV,http://192.168.3.53:8080/hls/5990136897043998429.m3u8
Comet TV,http://192.168.3.53:8080/hls/-1989502875189715963.m3u8
Outdoor Channel,http://192.168.3.53:8080/hls/2693890395315749384.m3u8
World Fishing Network,http://192.168.3.53:8080/hls/7231714883571577164.m3u8
BBC Earth UK,http://192.168.3.53:8080/hls/-3962123926963692853.m3u8
PBS Nature,http://192.168.3.53:8080/hls/6832500713999321999.m3u8
PBS Science,http://192.168.3.53:8080/hls/2216072098709829032.m3u8
PBS History,http://192.168.3.53:8080/hls/-1037803729880508271.m3u8
HerSphere by Lionsgate,http://192.168.3.53:8080/hls/294165013512489586.m3u8
OuterSphere by Lionsgate,http://192.168.3.53:8080/hls/-3936630829857287552.m3u8
MovieSphere by Lionsgate,http://192.168.3.53:8080/hls/2306674843341237863.m3u8
Vevo '70s,http://192.168.3.53:8080/hls/7325080552160119456.m3u8
Vevo '80s,http://192.168.3.53:8080/hls/3961439702770276094.m3u8
Vevo '90s,http://192.168.3.53:8080/hls/3681510734159753680.m3u8
Vevo 2010s,http://192.168.3.53:8080/hls/3049575703809688738.m3u8
Vevo 2K,http://192.168.3.53:8080/hls/554824535309436008.m3u8
Vevo Country,http://192.168.3.53:8080/hls/3587256720079510704.m3u8
Vevo Hip-Hop,http://192.168.3.53:8080/hls/978758494810335391.m3u8
Vevo Latino,http://192.168.3.53:8080/hls/-1636128152637333357.m3u8
Vevo Pop,http://192.168.3.53:8080/hls/-7035991478993404765.m3u8
Vevo R&B,http://192.168.3.53:8080/hls/1978444676249666815.m3u8
Vevo Reggaeton & Trap,http://192.168.3.53:8080/hls/8996720466132400067.m3u8
Vevo Rock,http://192.168.3.53:8080/hls/-6413598639849058079.m3u8
MTV,http://192.168.3.53:8080/hls/5514310772140610218.m3u8
MTV Classic,http://192.168.3.53:8080/hls/3472888954038060923.m3u8
MTV Live,http://192.168.3.53:8080/hls/-7851169026838314958.m3u8
MTV2,http://192.168.3.53:8080/hls/-3110708390667905375.m3u8
MagellanTV Wildest,http://192.168.3.53:8080/hls/4505567721528161186.m3u8
MS NOW,http://192.168.3.53:8080/hls/-7834912410158901780.m3u8
4seven UK,http://192.168.3.53:8080/hls/2435077551540475761.m3u8
Altitude Sports,http://192.168.3.53:8080/hls/6228246966671174810.m3u8
